name,skills,powerscale,description,age,dclass_id,characteristics_id,universe_id
Tanjiro 4379,"Super strength, flight, laser vision",406313,A powerful warrior from another universe.,,3118,9220,374
Aizen 4380,"Dark magic, undead army, time stop",355650,A powerful warrior from another universe.,,9399,9932,248
Hawks 4381,None,8651,A powerful warrior from another universe.,,4181,8797,120
Inosuke 4382,"Dark magic, undead army, time stop",312190,A powerful warrior from another universe.,,6849,5714,40
Mikasa 4383,"Sharingan, Rinnegan, Susanoo, genjutsu",209729,A powerful warrior from another universe.,,6154,64,64
Hulk 4384,"Sharingan, Rinnegan, Susanoo, genjutsu",343733,A powerful warrior from another universe.,,949,6564,180
Sasuke 4385,"Soul reaper powers, bankai, hollow form",955548,A powerful warrior from another universe.,8147,429,9165,186
Thor 4386,"Titan shifter, 3D maneuver gear",576687,A powerful warrior from another universe.,7829,2092,8866,293
Todoroki 4387,"Combat knife, martial arts, stealth",80060,A powerful warrior from another universe.,2146,8407,282,495
Giorno 4388,None,899308,A powerful warrior from another universe.,,3633,1418,3
Endeavor 4389,"Stand power, time stop, vampirism",571430,A powerful warrior from another universe.,,8487,8422,317
Dio 4390,"Slime abilities, unlimited shapeshifting",374199,A powerful warrior from another universe.,,7389,5693,404
Kakashi 4391,"Sharingan, Rinnegan, Susanoo, genjutsu",228171,A powerful warrior from another universe.,,7930,9336,294
Dio 4392,None,927392,A powerful warrior from another universe.,7285,2184,1437,375
Inosuke 4393,"Speed force, time travel, infinite mass punch",148910,A powerful warrior from another universe.,,3485,3537,200
Sasuke 4394,"Combat knife, martial arts, stealth",813703,A powerful warrior from another universe.,,3025,6924,365
Jotaro 4395,"Super strength, flight, laser vision",915667,A powerful warrior from another universe.,4668,4506,9349,313
Bakugo 4396,"Sharingan, Rinnegan, Susanoo, genjutsu",981119,A powerful warrior from another universe.,,3811,428,14
Ichigo 4397,"Slime abilities, unlimited shapeshifting",471810,A powerful warrior from another universe.,,4828,3846,478
Yui 4398,"Sharingan, Rinnegan, Susanoo, genjutsu",570666,A powerful warrior from another universe.,1853,3905,2415,113
Deku 4399,"Slime abilities, unlimited shapeshifting",891769,A powerful warrior from another universe.,3772,4439,7111,476
Agil 4400,None,187367,A powerful warrior from another universe.,,9601,2454,364
Rengoku 4401,"Breathing techniques, demon slayer mark",670781,A powerful warrior from another universe.,7787,8977,7855,469
Hulk 4402,"Slime abilities, unlimited shapeshifting",448176,A powerful warrior from another universe.,,1288,2246,382
Batman 4403,"Combat knife, martial arts, stealth",736327,A powerful warrior from another universe.,,8199,5232,383
Itachi 4404,"Super strength, flight, laser vision",499257,A powerful warrior from another universe.,8848,2976,3029,456
Levi 4405,"Stand power, time stop, vampirism",188392,A powerful warrior from another universe.,,54,9802,451
Gintoki 4406,"Titan shifter, 3D maneuver gear",971821,A powerful warrior from another universe.,1288,7512,6031,213
Superman 4407,"Slime abilities, unlimited shapeshifting",382392,A powerful warrior from another universe.,8130,1527,7463,163
Asuna 4408,"Combat knife, martial arts, stealth",680103,A powerful warrior from another universe.,,9794,4931,457
Levi 4409,"Slime abilities, unlimited shapeshifting",606219,A powerful warrior from another universe.,5087,1064,7493,156
Dio 4410,"Dark magic, undead army, time stop",453569,A powerful warrior from another universe.,9372,5724,41,365
Agil 4411,"Breathing techniques, demon slayer mark",199417,A powerful warrior from another universe.,7874,2366,2502,288
Eren 4412,"Ki manipulation, instant transmission, ultra instinct",212671,A powerful warrior from another universe.,,3213,2814,330
Dio 4413,"Firearms, explosives, tactical genius",513976,A powerful warrior from another universe.,1827,1941,5178,42
Thanos 4414,"Slime abilities, unlimited shapeshifting",18249,A powerful warrior from another universe.,,7221,9170,291
Emilia 4415,"Titan shifter, 3D maneuver gear",446921,A powerful warrior from another universe.,,7957,6863,486
Bakugo 4416,"Slime abilities, unlimited shapeshifting",779121,A powerful warrior from another universe.,,6903,5375,46
Spider Man 4417,"Dark magic, undead army, time stop",66872,A powerful warrior from another universe.,,6876,3095,105
Sasuke 4418,"Haki, devil fruit, conqueror haki",957934,A powerful warrior from another universe.,,1925,5410,436
Josuke 4419,"Breathing techniques, demon slayer mark",550765,A powerful warrior from another universe.,,8239,4622,398
Tanjiro 4420,"Sharingan, Rinnegan, Susanoo, genjutsu",629209,A powerful warrior from another universe.,,2688,3308,38
Spider Man 4421,"Breathing techniques, demon slayer mark",692511,A powerful warrior from another universe.,,9004,9772,474
All Might 4422,"Super strength, flight, laser vision",228724,A powerful warrior from another universe.,3993,2648,743,449
All Might 4423,"Slime abilities, unlimited shapeshifting",13799,A powerful warrior from another universe.,6998,9568,7999,170
Levi 4424,None,357732,A powerful warrior from another universe.,2366,3794,5679,213
Inosuke 4425,"Sharingan, Rinnegan, Susanoo, genjutsu",423887,A powerful warrior from another universe.,8110,8511,1606,203
Eren 4426,"Titan shifter, 3D maneuver gear",470988,A powerful warrior from another universe.,,934,8508,51
Rimuru 4427,"Ki manipulation, instant transmission, ultra instinct",294641,A powerful warrior from another universe.,,9208,2337,300
Zenitsu 4428,"Slime abilities, unlimited shapeshifting",610381,A powerful warrior from another universe.,6012,1720,7551,472
Todoroki 4429,"Breathing techniques, demon slayer mark",846663,A powerful warrior from another universe.,,463,6103,364
Thor 4430,"Super strength, flight, laser vision",107431,A powerful warrior from another universe.,,7300,7057,38
Gintoki 4431,"Haki, devil fruit, conqueror haki",5466,A powerful warrior from another universe.,7535,2545,9595,440
Kirito 4432,"Sharingan, Rinnegan, Susanoo, genjutsu",459727,A powerful warrior from another universe.,5532,9893,9210,402
Mikasa 4433,None,286939,A powerful warrior from another universe.,,313,7517,282
Aizen 4434,"Titan shifter, 3D maneuver gear",290836,A powerful warrior from another universe.,,8174,4929,342
Klein 4435,"Haki, devil fruit, conqueror haki",68914,A powerful warrior from another universe.,,3425,4168,302
Mikasa 4436,"Breathing techniques, demon slayer mark",555379,A powerful warrior from another universe.,,8942,5510,386
Batman 4437,"Stand power, time stop, vampirism",343012,A powerful warrior from another universe.,9433,3721,4269,19
Ainz 4438,"Titan shifter, 3D maneuver gear",165141,A powerful warrior from another universe.,8963,9784,5276,130
Inosuke 4439,"Haki, devil fruit, conqueror haki",125693,A powerful warrior from another universe.,5372,7165,5254,443
Ainz 4440,"Breathing techniques, demon slayer mark",48613,A powerful warrior from another universe.,3543,2509,8255,306
Hulk 4441,"Ki manipulation, instant transmission, ultra instinct",556473,A powerful warrior from another universe.,,4352,131,181
All Might 4442,"Sharingan, Rinnegan, Susanoo, genjutsu",248094,A powerful warrior from another universe.,8683,8269,4667,261
Luffy 4443,"Sharingan, Rinnegan, Susanoo, genjutsu",770496,A powerful warrior from another universe.,,2807,7957,196
Zoro 4444,"Ki manipulation, instant transmission, ultra instinct",269920,A powerful warrior from another universe.,6688,1914,8714,299
Emilia 4445,"Combat knife, martial arts, stealth",575469,A powerful warrior from another universe.,,3585,4779,223
Batman 4446,"Breathing techniques, demon slayer mark",764945,A powerful warrior from another universe.,8045,9788,3145,380
Kirito 4447,"Stand power, time stop, vampirism",37,A powerful warrior from another universe.,1784,4078,7256,288
Zenitsu 4448,"Dark magic, undead army, time stop",356713,A powerful warrior from another universe.,5401,6740,4367,88
Inosuke 4449,"Combat knife, martial arts, stealth",355266,A powerful warrior from another universe.,9217,6315,2276,19
Sasuke 4450,None,533896,A powerful warrior from another universe.,,923,5621,352
Inosuke 4451,"Breathing techniques, demon slayer mark",104352,A powerful warrior from another universe.,,4356,2866,345
Itachi 4452,"Quirk: One for All, 100% Detroit Smash",628925,A powerful warrior from another universe.,6179,571,9424,332
Madara 4453,"Quirk: One for All, 100% Detroit Smash",691253,A powerful warrior from another universe.,,7577,2977,60
Bakugo 4454,"Combat knife, martial arts, stealth",686043,A powerful warrior from another universe.,,5336,336,457
Asuna 4455,"Slime abilities, unlimited shapeshifting",480426,A powerful warrior from another universe.,,1143,4146,265
Tanjiro 4456,"Ki manipulation, instant transmission, ultra instinct",590646,A powerful warrior from another universe.,4883,9796,1394,42
Leafa 4457,"Haki, devil fruit, conqueror haki",963899,A powerful warrior from another universe.,1767,807,7713,253
Josuke 4458,None,640878,A powerful warrior from another universe.,,3285,9107,169
Hawks 4459,"Breathing techniques, demon slayer mark",105412,A powerful warrior from another universe.,2516,9442,9797,447
Superman 4460,"Titan shifter, 3D maneuver gear",216032,A powerful warrior from another universe.,7504,7676,5573,456
Thor 4461,"Super strength, flight, laser vision",649631,A powerful warrior from another universe.,,171,8824,300
Rimuru 4462,"Super strength, flight, laser vision",439471,A powerful warrior from another universe.,,5244,7683,500
Batman 4463,"Quirk: One for All, 100% Detroit Smash",854618,A powerful warrior from another universe.,,4440,8063,4
Agil 4464,"Stand power, time stop, vampirism",827536,A powerful warrior from another universe.,8489,5468,3839,392
Bakugo 4465,"Speed force, time travel, infinite mass punch",459870,A powerful warrior from another universe.,1704,9320,92,359
All Might 4466,"Firearms, explosives, tactical genius",117265,A powerful warrior from another universe.,,2207,1730,149
Thanos 4467,"Ki manipulation, instant transmission, ultra instinct",726692,A powerful warrior from another universe.,,9112,6141,78
Vegeta 4468,"Quirk: One for All, 100% Detroit Smash",569792,A powerful warrior from another universe.,,1454,8302,53
Kakashi 4469,"Titan shifter, 3D maneuver gear",735557,A powerful warrior from another universe.,,4746,979,480
Sinon 4470,"Stand power, time stop, vampirism",926499,A powerful warrior from another universe.,,5980,7331,289
Todoroki 4471,"Speed force, time travel, infinite mass punch",916531,A powerful warrior from another universe.,,5543,1286,102
Aizen 4472,"Haki, devil fruit, conqueror haki",324145,A powerful warrior from another universe.,,6322,7362,295
Darkness 4473,"Super strength, flight, laser vision",585883,A powerful warrior from another universe.,,3970,1344,85
Iron Man 4474,"Dark magic, undead army, time stop",42516,A powerful warrior from another universe.,6829,7322,7846,439
Ainz 4475,"Haki, devil fruit, conqueror haki",981648,A powerful warrior from another universe.,3129,8889,1215,60
Luffy 4476,"Firearms, explosives, tactical genius",283511,A powerful warrior from another universe.,3978,3123,8488,263
Mikasa 4477,"Titan shifter, 3D maneuver gear",54460,A powerful warrior from another universe.,,4817,7020,90
Inosuke 4478,"Combat knife, martial arts, stealth",584655,A powerful warrior from another universe.,1839,6283,8577,335
Asuna 4479,"Stand power, time stop, vampirism",686077,A powerful warrior from another universe.,3002,2574,744,278
Levi 4480,"Titan shifter, 3D maneuver gear",646055,A powerful warrior from another universe.,,1213,1383,364
Dio 4481,"Ki manipulation, instant transmission, ultra instinct",715496,A powerful warrior from another universe.,,6304,4884,445
Mikasa 4482,None,597982,A powerful warrior from another universe.,,8023,6087,440
Zoro 4483,"Soul reaper powers, bankai, hollow form",419646,A powerful warrior from another universe.,,8741,3208,266
Superman 4484,"Quirk: One for All, 100% Detroit Smash",123400,A powerful warrior from another universe.,9202,7241,3438,462
All Might 4485,"Dark magic, undead army, time stop",98456,A powerful warrior from another universe.,,2673,581,232
Iron Man 4486,"Breathing techniques, demon slayer mark",642935,A powerful warrior from another universe.,7356,4175,3960,90
Aqua 4487,"Firearms, explosives, tactical genius",624124,A powerful warrior from another universe.,,570,1981,187
All Might 4488,"Soul reaper powers, bankai, hollow form",790880,A powerful warrior from another universe.,,3039,4560,439
Rengoku 4489,"Haki, devil fruit, conqueror haki",675301,A powerful warrior from another universe.,,3204,1411,376
Deku 4490,"Ki manipulation, instant transmission, ultra instinct",989658,A powerful warrior from another universe.,4241,544,636,79
Hawks 4491,"Ki manipulation, instant transmission, ultra instinct",160317,A powerful warrior from another universe.,5939,4749,1912,157
Spider Man 4492,"Titan shifter, 3D maneuver gear",133789,A powerful warrior from another universe.,8679,3327,562,500
Vegeta 4493,"Firearms, explosives, tactical genius",677906,A powerful warrior from another universe.,4990,1316,5576,25
Levi 4494,"Haki, devil fruit, conqueror haki",48659,A powerful warrior from another universe.,1542,8426,6241,239
