speed,strenght,iq,battleiq
856776,280074,102,220
424263,814384,48,171
488515,709736,115,188
4626,570685,126,204
290418,755087,258,230
899829,984000,92,22
483436,287068,30,217
284988,654427,224,165
187335,783771,101,35
858005,21043,297,166
189524,106927,254,257
780753,876414,264,63
276051,47198,80,1
855299,608424,59,1
512272,475319,266,174
208012,582586,109,35
675272,126367,209,185
818088,859375,169,69
145484,728045,21,139
238865,802034,229,101
590356,756003,16,268
333323,469335,290,19
84843,206348,171,219
971622,382734,19,184
484944,317998,96,5
366863,170542,2,114
454319,318418,30,158
737946,356497,269,7
264283,437298,194,248
566977,78706,192,282
137034,965226,214,56
961027,645714,156,26
868363,683941,294,163
435867,940764,158,48
963561,748557,11,163
421300,211514,126,52
681539,483551,126,249
365206,193154,241,103
107930,97336,238,99
775653,81275,99,295
905345,744177,151,180
541985,732205,166,277
817461,994759,287,157
883539,893186,298,59
271611,87809,9,139
845811,107924,273,279
507361,335688,157,49
448519,386908,229,30
163156,45236,218,162
215724,612374,64,3
502946,807163,144,85
945357,366396,270,220
969088,466628,61,288
19954,279875,182,182
716941,396137,287,127
29646,553913,192,207
990276,248837,224,205
946215,662911,147,202
779236,596508,266,271
694761,312350,99,159
565493,551062,132,257
112985,739596,14,33
766355,204282,157,181
57935,420827,25,295
745653,558618,190,104
220086,157838,150,105
604512,648248,140,87
722777,923414,105,23
545272,238274,229,299
803241,327289,74,230
736130,142596,72,162
396734,356952,202,79
966337,641784,237,151
625217,964826,234,36
337233,257589,240,163
957393,7591,134,119
630850,957613,139,196
144126,473599,138,105
635476,362706,73,284
953099,988904,169,268
124069,20319,141,49
363852,290187,161,238
447907,81121,119,94
432707,625313,295,186
163479,3224,207,52
274215,898618,226,46
577854,485576,295,86
149893,835874,214,218
343893,622450,110,193
467641,350107,171,289
147485,493017,299,47
18007,561410,174,7
848022,834678,289,169
64776,801556,235,129
115749,807161,210,298
708711,123118,200,216
126483,920576,117,194
413537,154586,78,266
718665,263535,192,58
820618,283523,254,191
26108,228958,120,124
477562,891818,230,165
836021,352000,208,88
806783,696515,228,215
461374,140954,134,190
527578,170343,101,50
383806,790558,58,185
433756,363037,21,254
289605,306769,109,154
769308,299690,87,142
106917,762912,53,96
311552,7530,125,168
259480,676071,153,115
313096,425325,182,73
107766,746443,24,73
152909,92438,249,174
571603,207664,205,292
988265,175171,75,106
890860,372881,138,172
890777,453942,215,186
655270,392575,71,186
755433,486018,56,191
549751,429843,52,153
458495,118203,286,47
933910,618559,146,241
671262,919868,57,65
333894,549435,75,299
371613,640770,233,189
14927,3251,120,259
132859,510232,266,30
687039,480460,76,230
414111,28204,254,41
564879,59599,57,239
376154,230615,248,84
658696,497279,20,146
770340,72209,136,240
649875,273993,279,36
177608,59927,134,230
194844,625959,280,110
828733,443210,67,86
916807,118447,55,4
981734,106508,58,210
777884,51871,110,217
18558,39658,202,177
390246,28094,260,246
352938,686931,86,0
82936,168742,297,272
815528,465444,117,221
473937,762717,252,115
725002,336844,280,229
396639,717673,242,126
381995,492656,240,20
627061,555269,25,52
795602,440808,41,147
871959,579244,216,69
760042,172957,79,103
489971,951045,217,148
117994,784838,32,212
780755,929108,232,41
295985,55377,79,52
581358,453493,82,155
768022,175540,258,54
239268,204248,89,211
427580,50399,44,289
253157,594191,118,185
970438,138254,156,222
442384,822703,196,158
21429,676760,99,294
577367,114552,167,94
670543,743281,261,116
947240,333758,174,236
764659,25610,35,105
645695,946764,111,151
145987,411798,190,18
102062,230290,121,92
901780,29466,13,5
360308,736701,296,159
849422,15427,198,245
250704,66008,297,46
89395,523927,64,231
327725,3544,219,113
195148,590782,118,253
628771,821115,289,265
580288,914061,121,36
202,7812,253,195
837762,641828,283,146
969581,904350,2,211
909236,372529,255,63
546881,389751,114,149
52181,282309,86,123
414497,61505,278,151
563971,903601,21,271
81816,338582,18,63
294915,165646,39,229
167885,161898,257,221
80561,13982,69,174
923337,150575,214,90
46129,477799,276,230
131510,855485,102,201
558705,194847,219,151
206188,534781,200,6
107259,441993,13,281
20880,385056,150,26
636621,48683,234,148
169100,693968,294,182
824989,146345,195,104
508439,526362,95,124
277608,217945,4,196
242663,980937,85,48
466811,845534,155,13
659052,386641,10,210
129373,654063,218,186
546889,729449,50,117
105557,258270,265,98
480243,230686,267,296
893619,894534,190,185
13435,834559,230,134
967405,543938,116,127
93307,165099,183,54
320268,526391,259,294
378406,576815,61,55
557300,167424,0,209
298525,842185,158,155
494702,691549,21,250
426707,297416,156,42
998954,552982,51,230
418233,526353,283,191
26241,104476,177,127
463044,329763,115,161
384118,31554,198,45
832140,485821,101,225
388277,117907,216,111
899007,767614,168,223
736675,217169,24,30
515508,758035,1,24
504311,197489,245,191
702009,305694,132,109
375575,340075,84,93
157253,241237,91,159
663340,562052,90,295
360440,66801,221,222
490763,91574,280,30
117343,743800,72,0
574311,858752,112,29
344152,666583,186,239
602557,264535,183,140
609513,916916,93,45
708753,612111,160,70
842806,660149,28,296
792382,461788,149,114
186738,144244,227,38
246932,186442,228,123
170420,816560,202,135
135578,434818,14,240
799168,139512,235,193
514383,264306,283,259
828862,607667,146,283
387058,378152,99,263
904587,196587,59,110
943996,381576,28,154
37760,406483,79,222
593095,909382,223,276
15368,734225,149,164
32061,18730,73,58
215353,884262,282,199
990683,163312,40,226
554462,63575,297,217
413752,762941,217,229
683974,237481,229,147
12050,810790,181,12
206719,18167,247,24
135989,737687,270,138
152214,43463,277,262
103546,847936,117,220
971101,984662,289,185
965966,529784,252,11
929997,982062,230,202
327448,561038,167,222
557676,345743,238,268
74295,340252,85,7
689472,400439,195,172
375572,882549,29,218
393424,632650,159,22
900865,930509,180,76
18228,387966,221,5
121904,353685,171,249
128420,508083,112,58
63244,195705,63,225
789625,694010,24,221
655745,317723,195,17
496576,908328,129,265
785646,702865,67,14
941270,540424,41,279
257700,922555,124,243
311257,425817,252,251
703814,851407,233,5
76197,813707,71,20
685958,279956,230,229
248639,804092,45,31
23235,126909,264,267
892197,57875,114,100
178452,459978,170,208
359725,256572,263,154
714187,927125,45,207
19024,662806,77,15
754874,853161,151,37
991518,864716,154,231
361232,143321,195,101
403076,904616,4,47
955449,315741,270,296
699206,12887,11,182
271520,976505,227,124
55846,240112,277,146
512807,131527,266,29
772005,536565,228,199
503142,273602,90,98
622615,865872,51,188
420224,243370,11,9
637854,669374,86,78
683499,933059,183,240
997202,307463,184,60
152996,84750,193,159
649561,202381,141,79
559148,281546,135,24
535957,397428,226,171
119085,621699,220,176
451347,52665,233,51
588002,32695,155,14
697736,156727,280,121
106923,606191,79,176
865515,50943,53,144
878763,838454,149,260
406709,514849,48,171
962753,28993,228,216
863306,705577,81,44
886600,715330,66,35
870031,372598,61,133
434077,559929,187,142
825306,542088,242,149
976995,223761,197,229
965570,289766,269,137
718249,958174,131,235
347350,4911,290,300
104625,698971,260,287
139044,892005,60,84
630343,328538,189,234
495584,514548,157,164
804574,946042,68,249
974954,682155,141,154
535555,955735,136,232
794082,995142,37,239
402290,914343,183,160
967607,443137,114,62
626609,783721,51,249
999238,48020,174,268
743045,442372,153,12
472464,70296,258,261
893056,845945,140,115
458856,953086,278,286
274590,287877,52,286
398252,521023,47,53
874662,223241,222,150
68934,938601,149,72
247768,265474,40,111
503779,311318,146,267
253470,471881,5,213
813938,510029,5,69
221346,640591,177,31
244115,193735,6,116
543124,657700,291,75
722684,991906,188,255
627816,947685,123,31
238996,328458,87,258
764502,424594,294,173
612422,591753,286,35
33561,79955,243,197
508742,764797,282,42
284254,879491,41,50
698416,633908,220,131
838871,153663,132,222
757309,824068,9,187
580708,22430,67,183
908554,426544,144,230
416041,454963,249,24
389293,654739,120,218
393586,354824,123,30
737623,536139,231,22
690171,845207,146,74
757290,814514,198,106
636891,767128,91,296
857255,315099,16,9
849137,477440,5,229
277517,360817,181,211
133338,19834,262,210
529860,442074,249,57
70206,279736,139,283
424195,964215,161,255
282572,893407,183,181
966592,235783,224,9
205460,356151,102,262
910067,116736,213,8
522754,360610,271,274
7296,609402,180,174
735153,521589,93,45
657139,783020,197,284
624499,451740,271,136
206572,8156,94,288
883487,805520,20,294
152095,190762,300,66
23192,525142,236,226
814091,502527,170,31
991098,222191,65,186
594811,308197,20,251
989928,911399,252,130
560297,625149,176,298
170358,92291,234,183
924314,609300,95,19
345413,184661,80,203
295284,743894,195,265
782187,914248,268,145
550874,292357,15,48
664137,974778,5,31
889979,27153,235,79
408700,166483,49,158
89957,917903,290,49
454321,184612,282,152
637990,144530,300,171
392550,138540,54,237
474765,164801,17,257
266974,33192,7,52
213770,181278,81,242
97928,304258,297,32
416667,965182,190,97
126308,961494,244,294
552523,118052,195,185
27518,926375,37,51
885091,1268,78,170
283164,669739,175,211
909988,952724,260,43
930716,56768,36,209
991885,388005,8,221
687004,5804,57,4
276112,457187,292,268
499858,628403,199,38
807178,909229,144,155
460448,186046,94,93
640891,161861,145,213
507597,766159,82,21
42353,398027,172,59
710393,822091,272,271
57094,244444,267,199
294462,12739,121,290
877312,823307,129,195
711532,621343,190,258
711756,479797,28,18
99942,831959,70,267
174653,410561,64,153
75318,826390,201,61
438069,119471,214,78
698102,931359,159,137
706030,414410,165,39
642917,932708,43,109
852440,633996,229,213
811915,931842,159,231
868259,564921,256,194
957241,603127,232,46
149282,697580,178,201
54068,779390,160,42
320617,498745,249,295
589698,740854,111,279
580261,166097,260,6
466576,937043,194,248
218605,669237,263,13
999227,948475,16,211
367066,88518,293,225
358547,427619,154,35
358771,292486,38,151
122551,481096,3,205
600308,781969,274,36
924226,660346,49,62
885169,948778,138,103
364267,704580,273,155
118851,405343,45,231
396421,982953,272,97
765347,447907,33,177
472132,311216,238,276
452828,119331,300,107
96644,966947,35,97
461547,617833,210,208
813394,728953,107,52
454192,878734,243,127
861531,752396,90,29
841616,834522,282,122
172446,820761,298,287
309913,965546,150,218
58134,122175,186,206
371004,893895,99,64
578136,538212,150,54
135983,41862,296,11
307217,695564,236,167
620482,96952,275,190
474895,672572,32,0
932890,63654,174,289
441859,575696,183,300
365882,268826,140,34
347245,591389,8,298
278590,653356,35,186
131510,156104,90,68
730159,301990,269,112
161655,623358,84,90
388723,10185,217,203
449203,168930,187,263
214540,404437,31,169
444016,960479,166,217
824191,446190,13,148
631005,225775,186,169
991127,13659,224,100
834504,165531,38,42
532213,455267,105,220
158336,881097,238,276
655741,861545,269,76
447526,568527,287,111
208330,901533,17,52
779857,974592,99,17
134746,4381,174,179
149108,296626,109,70
2361,12066,129,61
768156,350957,249,53
35893,374634,193,202
19474,613045,202,161
552934,31282,185,8
775990,337953,4,11
60176,606514,74,274
747403,710825,132,293
334032,71316,283,206
866755,785030,177,271
612109,658903,292,89
557991,521181,276,11
224090,197328,257,68
850533,980109,68,9
121748,912132,128,94
473876,941288,172,75
903492,990094,53,77
415381,853810,149,6
483689,177655,191,72
994319,659655,65,285
26191,864213,265,111
663753,995806,139,269
990176,294498,263,104
647542,601598,220,42
865200,393232,119,94
547207,338785,72,88
49241,586086,289,48
538738,712263,59,103
698498,358326,200,138
592168,663954,113,132
914188,549792,195,100
475901,940331,176,232
623989,392321,286,166
563944,882936,114,189
79573,565721,166,168
316271,383240,242,164
486142,600509,244,107
650517,707428,251,263
670625,816784,285,177
64729,685306,197,119
283018,449548,122,177
138417,45353,193,298
680942,20326,285,1
471707,93314,95,178
866385,755165,285,128
847321,225088,73,59
823491,896728,113,184
313174,773214,90,114
11471,786923,260,123
298090,669968,193,52
162910,408587,88,49
261622,326050,74,31
429758,135904,271,152
333681,340914,241,176
441797,867057,66,130
454627,898266,272,215
203370,732601,217,260
788423,108312,280,217
82064,715411,203,165
129094,680905,176,271
568900,376223,25,71
218023,725885,16,245
331298,458289,154,59
292611,237420,120,29
324749,280610,220,100
554928,743292,198,208
637383,779184,266,263
643136,427768,157,82
389128,37728,252,260
716634,38435,196,79
997440,714024,7,94
98553,720802,253,120
744014,209947,290,66
608503,505522,4,189
188255,223388,106,161
654068,165819,232,238
719070,693368,163,289
821898,920113,139,48
20926,498837,276,25
199141,612683,130,202
937443,907731,161,134
542842,214996,163,280
102126,656688,268,23
92206,392867,32,61
182064,985834,202,265
187600,867445,297,30
965394,527605,159,258
544059,602305,192,87
81278,916098,118,224
17759,969034,277,105
275083,679978,81,116
521762,48140,87,262
817980,697785,214,129
512863,557090,144,200
680142,944699,72,191
381571,930642,161,157
509820,32664,228,200
14521,774889,120,243
202978,470482,143,278
435324,163197,227,292
260560,211823,217,279
932691,39032,97,127
455889,89360,217,104
550251,268204,202,24
20158,680858,206,160
362119,699106,113,73
866792,734544,295,13
854236,902900,220,259
327776,664640,224,46
3929,736837,75,103
51140,126880,173,169
577880,431124,161,250
332767,818982,90,248
250767,334052,60,249
785147,127335,176,130
400050,83660,23,129
85999,300256,53,158
939515,281791,185,16
624520,185519,116,248
320879,988543,164,102
7749,287401,163,241
942071,908908,261,299
767169,560188,200,294
586304,985255,282,217
669906,522753,149,227
617081,957509,13,129
930142,215823,234,277
330470,196679,158,53
205251,151545,241,80
12689,698826,197,117
29724,206964,251,253
198196,176307,120,189
547235,362678,174,124
404722,937866,227,293
502761,446039,255,11
898806,972548,13,8
413888,137447,177,0
814181,838630,77,298
719919,638790,99,182
560700,300366,291,27
55922,874058,108,286
832472,194253,134,213
950758,789617,258,0
135823,186676,12,173
949501,158691,58,293
141200,242366,287,230
231957,638997,191,218
58930,890421,269,13
618813,75444,41,273
889966,295592,130,278
663545,800263,166,114
346510,778640,192,298
698114,50034,218,246
384462,610564,106,218
477159,781370,154,193
618490,929539,84,213
122995,541592,8,50
790934,429276,276,202
209674,577550,23,66
257830,311803,292,95
716890,838205,65,217
783254,540535,27,228
461777,88382,119,117
763055,551701,92,273
549045,804558,297,103
853438,58805,249,233
961955,462097,244,48
22198,898465,82,1
973609,407795,55,214
424152,11209,238,182
241723,360528,155,289
708751,570100,106,292
624336,433792,10,267
698089,431938,149,251
420008,246541,135,31
877126,582497,89,276
427890,883963,18,210
214932,67245,130,160
660878,129494,185,147
47128,76255,251,260
992538,12648,182,13
701226,654506,234,71
137930,352877,140,294
604758,831540,89,223
29751,900703,252,158
404624,476747,2,173
961978,990260,17,282
772488,255317,28,166
62708,106748,274,3
782314,750036,223,62
150691,991621,129,291
768793,45004,105,33
892626,366085,2,186
756309,268482,62,102
414443,856322,207,38
198216,144661,296,184
604680,491332,257,198
593204,115904,52,266
910206,240928,72,128
953388,878993,248,168
846484,925399,123,167
998635,65621,226,296
254359,88468,150,292
787944,880056,93,259
399747,510888,239,210
635022,633481,185,193
568458,624973,263,15
352759,82431,154,290
417155,668170,38,268
392462,174422,116,245
840253,756645,230,155
522,349764,205,175
200116,935498,235,126
804346,476392,269,50
705607,368613,202,190
984855,282735,255,34
746861,610947,1,71
